"TableName";"id";"country";"artist";"song";"countryId";"runningOrder";"placed";"placedJury";"placedTelevote";"placedDiff";"totalPoints";"pointsJury";"pointsTelevote";"pointsDiff";"youtubeLink";"appleMusicLink";"spotifyLink"
"1973";17;"Yugoslavia";"Zdravko Čolić";"Gori vatra";16;9;13;13;;;65;65;;;"https://youtu.be/yVU6cQaK0Kk?si=UnuhvRCQZPtAXVnY";"https://music.apple.com/gb/album/gori-vatra/775806511?i=775806619";"https://open.spotify.com/track/6jy8sZcvlXJwClG6pof8XO?si=a53a7db3aae240c4"
"1974";1;"Belgium";"Jacques Hustin";"Fleur de liberté";1;11;6;6;;;10;10;;;"https://youtu.be/k58gP7Bf94I?si=H0_oTeyzAQpvfVqC";;
"1974";2;"Finland";"Carita";"Keep Me Warm";14;1;9;9;;;4;4;;;"https://youtu.be/UIoOiymvwdw?si=wPiZ_k76W4MSrBI-";;
"1974";3;"Germany";"Cindy and Bert";"Die Sommermelodie";3;14;10;10;;;3;3;;;"https://youtu.be/6iFcnZnDnac?si=p3aqTe5hhTjKpJLD";;
"1974";4;"Greece";"Marinella";"Krassi, thalassa ke t' agori mou";21;5;7;7;;;7;7;;;"https://youtu.be/gG4SeyE05GQ?si=aOztHCqPtpR5M2Jq";"https://music.apple.com/gb/album/krasi-thalassa-kai-t-agori-mou/1592501087?i=1592501287";"https://open.spotify.com/track/0pvtrFkx4j5VbxnNBHmuzE?si=3f64a4a4749445ab"
"1974";5;"Ireland";"Tina Reynolds";"Cross Your Heart";18;13;5;5;;;11;11;;;"https://youtu.be/NgQFrqPaFwc?si=sMwj67edvEUFkAAs";;
"1974";6;"Israel";"Poogy";"Natati La Khaiai";20;6;5;5;;;11;11;;;"https://youtu.be/dCjTzgaiW7Y?si=rqaiy9h7ZOm-3NgQ";;
"1974";7;"Italy";"Gigliola Cinquetti";"Sì";4;17;2;2;;;18;18;;;"https://youtu.be/y7HnHFAJg7I?si=Vyfh_7rru6PvqJeY";;
"1974";8;"Luxembourg";"Ireen Sheer";"Bye Bye I Love You";5;9;4;4;;;14;14;;;"https://youtu.be/ODcfXdEHwz0?si=FWhzF7ISCXCLuRR_";"https://music.apple.com/gb/album/bye-bye-i-love-you/1442794459?i=1442795368";"https://open.spotify.com/track/2kgOgcGuIwG7vVFqDqSI49?si=3b52a9f23ed24342"
"1974";9;"Monaco";"Romuald";"Celui qui reste et celui qui s'en va";12;10;4;4;;;14;14;;;"https://youtu.be/r_N7ApAlxLw?si=lCkEBsWVXj4XlOy5";"https://music.apple.com/gb/album/celui-qui-reste-et-celui-qui-sen-va/1583008848?i=1583009471";"https://open.spotify.com/track/0k1JJqZyb5m3WmMGC4BWj9?si=69d1cfb93cd14ce7"
"1974";10;"Netherlands";"Mouth and MacNeal";"I See a Star";6;12;3;3;;;15;15;;;"https://youtu.be/Hqj_UNeWA9w?si=Xb-VHdPcHZLgaLTb";"https://music.apple.com/gb/album/i-see-a-star/933922875?i=933922896";"https://open.spotify.com/track/3SmDP7wT0J7NTHtzB896PD?si=9be13c194b0f4f9a"
"1974";11;"Norway";"Anne-Karine and the Bendik Singers";"The First Day of Love";13;4;10;10;;;3;3;;;"https://youtu.be/A9o6vx_Vr3k?si=RvxmxS9spy9-l3f_";;
"1974";12;"Portugal";"Paulo de Carvalho";"E depois do adeus";17;16;10;10;;;3;3;;;"https://youtu.be/LEoqusKeqxk?si=JBWVZjHNOtrfiYeZ";"https://music.apple.com/gb/album/e-depois-do-adeus/1453398028?i=1453398366";"https://open.spotify.com/track/3PWWWQSr7nT2mLWGJO8NUs?si=d27bf870623e4c21"
"1974";13;"Spain";"Peret";"Canta y sé feliz";15;3;6;6;;;10;10;;;"https://youtu.be/Eg8y13r8ORI?si=ORR975NOapmr7-ru";"https://music.apple.com/gb/album/canta-y-s%C3%A9-feliz/294731768?i=294731790";"https://open.spotify.com/track/4xuQ7KieQmHXiYdh965WQR?si=e634349572074a58"
"1974";14;"Sweden";"ABBA";"Waterloo";11;8;1;1;;;24;24;;;"https://youtu.be/inVWZFW3x3U?si=cDJRNxhdZVZz4XZD";"https://music.apple.com/gb/album/waterloo/1422648512?i=1422649021";"https://open.spotify.com/track/10fRfvMo6WCO9Gaawxy2U9?si=d59cc116a6da4f19"
"1974";15;"Switzerland";"Piera Martell";"Mein Ruf nach dir";7;15;10;10;;;3;3;;;"https://youtu.be/wP_h6mpDIoY?si=qunUiJuZdFQ6UDaz";;
"1974";16;"United Kingdom";"Olivia Newton-John";"Long Live Love";10;2;4;4;;;14;14;;;"https://youtu.be/1eOMLWh0YIE?si=_VL5uXvP8epLunzu";"https://music.apple.com/gb/album/long-live-love/1621625220?i=1621625840";"https://open.spotify.com/track/5ykcRhxyCDCVeeJbIBVJaD?si=06640e49aeb14fdd"
"1974";17;"Yugoslavia";"Korni Grupa";"Generacija '42";16;7;8;8;;;6;6;;;"https://youtu.be/4y8ySFKIEkc?si=j5UBAHg90j-a2CiR";;"https://open.spotify.com/track/6CFd9huXzAP3qpGWOohBeY?si=2eb8eb88179040fb"
"1975";1;"Belgium";"Ann Christy";"Gelukkig zijn";1;11;14;14;;;17;17;;;"https://youtu.be/qm-w6lPgfS0?si=5Ph8QfsGWzpxoluO";;
"1975";2;"Finland";"Pihasoittajat";"Old Man Fiddle";14;15;7;7;;;74;74;;;"https://youtu.be/luNTJefNlKU?si=UiW0OwRHDKlFRQvq";;
"1975";3;"France";"Nicole";"Et bonjour à toi l'artiste";2;3;4;4;;;91;91;;;"https://youtu.be/DO4GeN6w5PU?si=K2agU0ZCBjc9mo9G";"https://music.apple.com/gb/album/et-bonjour-a-toi-lartiste/274736792?i=274736872";"https://open.spotify.com/track/5eGnVU7C3mRbXMergmSz9Q?si=9bb073e9c9014de9"
"1975";4;"Germany";"Joy Fleming";"Ein Lied kann eine Brücke sein";3;4;16;16;;;15;15;;;"https://youtu.be/JNMyE8HrLvE?si=i2wbG0vDLANV4zw4";"https://music.apple.com/gb/album/ein-lied-kann-eine-br%C3%BCcke-sein/1690149933?i=1690149934";"https://open.spotify.com/track/3QV9DSUJl1l4IuAat9T1dP?si=9c6388682b44489c"
"1975";5;"Ireland";"The Swarbriggs";"That's What Friends Are For";18;2;9;9;;;68;68;;;"https://youtu.be/LBOjF_D6Ntg?si=klor_sn-3FIMdSmg";"https://music.apple.com/gb/album/thats-what-friends-are-for/712833434?i=712833622";"https://open.spotify.com/track/1rz4rSUxJmeIF4CuYarTnp?si=1cee9c997cc74aa2"
"1975";6;"Israel";"Shlomo Artzi";"At Ve'Ani";20;12;11;11;;;40;40;;;"https://youtu.be/N3R_TMUK80A?si=GjBIIbi2nKMETrW1";"https://music.apple.com/gb/album/%D7%90%D7%AA-%D7%95%D7%90%D7%A0%D7%99/486194289?i=486194300";"https://open.spotify.com/track/6PnmAOXm7mExJKvz93iOaW?si=0b76dad0c6c4422d"
"1975";7;"Italy";"Wess and Dori Ghezzi";"Era";4;19;3;3;;;115;115;;;"https://youtu.be/MxFHX3-SYNg?si=_Bdf1-PMuUHZ0Jxy";"https://music.apple.com/gb/album/era/298569583?i=298569711";"https://open.spotify.com/track/6rOWvMzDHtOUabr8TsDVrh?si=41fec7ecde8443b0"
"1975";8;"Luxembourg";"Géraldine";"Toi";5;5;5;5;;;84;84;;;"https://youtu.be/7DkaGKhAs6U?si=qqNKC4k1g0RCjJY7";;
"1975";9;"Malta";"Renato";"Singing This Song";19;10;12;12;;;32;32;;;"https://youtu.be/wdv7tNUfu2A?si=VghjuJn_xSSk-nzM";;
"1975";10;"Monaco";"Sophie";"Une chanson c'est une lettre";12;14;13;13;;;22;22;;;"https://youtu.be/VpP9maMPO1A?si=rgrahO3bf_lAza3S";;
"1975";11;"Netherlands";"Teach-In";"Ding-a-dong";6;1;1;1;;;152;152;;;"https://youtu.be/BPxuq4uQ0OU?si=45gCfcyzLTSrQcA5";"https://music.apple.com/gb/album/ding-a-dong/545997746?i=545997858";"https://open.spotify.com/track/4ARCWS3l327M1YulCf74Uu?si=bf8010f541a04c82"
"1975";12;"Norway";"Ellen Nikolaysen";"Touch My Life with Summer";13;6;17;17;;;11;11;;;"https://youtu.be/Oyz6o8RBAtE?si=ro4EpsBLHeGE-Jro";;
"1975";13;"Portugal";"Duarte Mendes";"Madrugada";17;16;15;15;;;16;16;;;"https://youtu.be/MMB8ZYYkDrU?si=StIXGNfmn7USghtt";;
"1975";14;"Spain";"Sergio and Estíbaliz";"Tú volverás";15;17;10;10;;;53;53;;;"https://youtu.be/ZUUpuN0m3oY?si=jgO-KaQn2zBXu2Wm";"https://music.apple.com/gb/album/t%C3%BA-volver%C3%A1s/255677066?i=255677109";"https://open.spotify.com/track/2KYlV00chBWcckA8smxYJW?si=b4a556ac272148b6"
"1975";15;"Sweden";"Lars Berghagen";"Jennie, Jennie";11;18;8;8;;;72;72;;;"https://youtu.be/8SzFkI2dsD4?si=xZOkvF8WjBbfEDR0";;"https://open.spotify.com/track/3BdAVTDazl0jW9Jpxz0VYh?si=e602dc4413c440d9"
"1975";16;"Switzerland";"Simone Drexel";"Mikado";7;7;6;6;;;77;77;;;"https://youtu.be/mtKOgromKdM?si=vikvcoadKzL_caAI";;
"1975";17;"Turkey";"Semiha Yankı";"Seninle Bir Dakika";22;13;18;18;;;3;3;;;"https://youtu.be/FHFGDW0Up50?si=ZpZg597wIT7Bh3Gv";"https://music.apple.com/gb/album/seninle-bir-dakika/659962176?i=659962183";"https://open.spotify.com/track/614QoS0lSkuHX7fgSsOxLP?si=c7b54aa990364825"
"1975";18;"United Kingdom";"The Shadows";"Let Me Be the One";10;9;2;2;;;138;138;;;"https://youtu.be/3wmU3LJFQvc?si=ttMuLPweGIKBt-_g";"https://music.apple.com/gb/album/let-me-be-the-one/695999833?i=696001581";"https://open.spotify.com/track/6gZvvkOUTl33NDsbi3lzKr?si=2bfa4f070ba3427b"
"1975";19;"Yugoslavia";"Pepel in kri";"Dan ljubezni";16;8;13;13;;;22;22;;;"https://youtu.be/QbonxuNSJdQ?si=tSug-HFBKB388tJ7";"https://music.apple.com/gb/album/dan-ljubezni/1572753844?i=1572754590";"https://open.spotify.com/track/2wfkkb00LklyYNv4v3PcVA?si=1a80446d23234b04"
"1976";1;"Austria";"Waterloo and Robinson";"My Little World";8;14;5;5;;;80;80;;;"https://youtu.be/qmdQ3cevwPY?si=sMlC1Y-6v7kqcxzW";"https://music.apple.com/gb/album/my-little-world-german-version/1453938341?i=1453938344";"https://open.spotify.com/track/3Yw8g06nmBa99FGgzsPbPh?si=1ff2c218d4a04c54"
"1976";2;"Belgium";"Pierre Rapsat";"Judy et Cie";1;6;8;8;;;68;68;;;"https://youtu.be/0jW0KgHavcw?si=g2O4fr2DZJCaWIyz";"https://music.apple.com/gb/album/judy-et-cie/1298517496?i=1298517722";"https://open.spotify.com/track/73T2aSDbeMFuIN8CvDKCrg?si=1a8f7537457b481c"
"1976";3;"Finland";"Fredi and the Friends";"Pump-Pump";14;11;11;11;;;44;44;;;"https://youtu.be/xbLcgS2_8QU?si=Uw-f5hpZPQebGNW1";"https://music.apple.com/gb/album/pump-pump/254802342?i=254802831";"https://open.spotify.com/track/7gt9RiJJypZzTeiu5l3XGY?si=7393bb6cb54a42e9"
"1976";4;"France";"Catherine Ferry";"Un, deux, trois";2;17;2;2;;;147;147;;;"https://youtu.be/3zSK0hMSVlY?si=QiW2pWSu7-2CEtjo";"https://music.apple.com/gb/album/1-2-3/1442776486?i=1442776862";"https://open.spotify.com/track/4AFbTE63GLKZyZv96eNmYK?si=7c08eb5c984c4894"
"1976";5;"Germany";"Les Humphries Singers";"Sing, Sang, Song";3;3;15;15;;;12;12;;;"https://youtu.be/MRvVH98vZqg?si=5fDnjAsrxEuMhcP6";"https://music.apple.com/gb/album/sing-sang-song/41297673?i=41297697";"https://open.spotify.com/track/6tcEvCEWNG6DstSfkc5rtS?si=7bf9e121dea94ead"
"1976";6;"Greece";"Mariza Koch";"Panaghia mou, panaghia mou";21;10;13;13;;;20;20;;;"https://youtu.be/HiHObibSvmc?si=25lin9sFy3woQafT";;"https://open.spotify.com/track/3lcgn8yJcOPZtBpAnLe5ck?si=9a55851e75c94293"
"1976";7;"Ireland";"Red Hurley";"When";18;7;10;10;;;54;54;;;"https://youtu.be/mbsFXmPHDZw?si=7-MjKgZqU9NLccoW";"https://music.apple.com/gb/album/when-remastered-2023-single/1686930861";"https://open.spotify.com/track/4wET5q7KgpBaIuKbmDhsGd?si=4ddbbf90f36b43c2"
"1976";8;"Israel";"Chocolate, Menta, Mastik";"Emor Shalom";20;4;6;6;;;77;77;;;"https://youtu.be/TG4TRrNA_5I?si=xTwUGJXnm1zHMh5N";;"https://open.spotify.com/track/0fcOqKU62cV5zQcAR6znt2?si=6631b7cec2524f38"
"1976";9;"Italy";"Romina and Al Bano";"We'll Live It All Again";4;13;7;7;;;69;69;;;"https://youtu.be/IVy_CI3VB0k?si=DWF_3i1GZPgaNpX7";"https://music.apple.com/gb/album/well-live-it-all-again-live/1310669695?i=1310670737";"https://open.spotify.com/track/0gSnFvwhI0hUr9uT0bTY13?si=81771dde88b8466b"
"1976";10;"Luxembourg";"Jürgen Marcus";"Chansons pour ceux qui s'aiment";5;5;14;14;;;17;17;;;"https://youtu.be/J3uZs6JLN8w?si=0VBnaqwGeO1J4u2l";;
"1976";11;"Monaco";"Mary Christy";"Toi, la musique et moi";12;16;3;3;;;93;93;;;"https://youtu.be/pB0Dahhm0MA?si=jgNLiE_p94tZua_x";;
"1976";12;"Netherlands";"Sandra Reemer";"The Party Is Over Now";6;8;9;9;;;56;56;;;"https://youtu.be/_v7ncuK3-oI?si=VxUerOKRwH1N7J6m";"https://music.apple.com/gb/album/the-partys-over-remastered/1564090692?i=1564091036";"https://open.spotify.com/track/6rFONJTaRljmp7QNF9pePD?si=f892b02a2419427f"
"1976";13;"Norway";"Anne-Karine Strøm";"Mata Hari";13;9;18;18;;;7;7;;;"https://youtu.be/SkjSwjV1JLc?si=_gUr0YP70Y0aYUIG";;
"1976";14;"Portugal";"Carlos do Carmo";"Uma flor de verde pinho";17;15;12;12;;;24;24;;;"https://youtu.be/yJ5bxWI2puw?si=xqiRUGG8Rd9x_H5k";"https://music.apple.com/gb/album/uma-flor-de-verde-pinho/1470242682?i=1470243131";"https://open.spotify.com/track/5JiA2uIWtLG9voMZLNpg4Q?si=b6027c2c988d4c04"
"1976";15;"Spain";"Braulio";"Sobran las palabras";15;12;16;16;;;11;11;;;"https://youtu.be/UrNw0zJFLmY?si=XAOIcJzDyl02aa5H";"https://music.apple.com/gb/album/sobran-las-palabras/169428409?i=169428424";"https://open.spotify.com/track/1QOgYW9oq5r6evWA2A4s6a?si=b00af118361a4dae"
"1976";16;"Switzerland";"Peter, Sue and Marc";"Djambo Djambo";7;2;4;4;;;91;91;;;"https://youtu.be/3KdqK-P6taY?si=ubUPqNm7tNtfawAp";"https://music.apple.com/gb/album/djambo-djambo-remastered-2015/1444210931?i=1444211464";"https://open.spotify.com/track/47F73dkUQMKOl77Zs68pxk?si=7b6b562ba1824352"
"1976";17;"United Kingdom";"Brotherhood of Man";"Save Your Kisses for Me";10;1;1;1;;;164;164;;;"https://youtu.be/Bi42zcOM5rw?si=_KxRu8-iT1_bbytS";"https://music.apple.com/gb/album/save-your-kisses-for-me/286882657?i=286882661";"https://open.spotify.com/track/5OhwfIapBiHdIkxscQAcmq?si=381789298c094712"
"1976";18;"Yugoslavia";"Ambasadori";"Ne mogu skriti svoju bol";16;18;17;17;;;10;10;;;"https://youtu.be/-XgnQREaQZ8?si=4v6wJpuSFknj8aEN";;
"1977";1;"Austria";"Schmetterlinge";"Boom Boom Boomerang";8;4;16;16;;;11;11;;;"https://youtu.be/HXyxrduUjyo?si=lT3UOCEuRd8UsSvR";;
"1977";2;"Belgium";"Dream Express";"A Million in One, Two, Three";1;17;7;7;;;69;69;;;"https://youtu.be/QoB-8n5iD8M?si=2xbi7qjZPFHY9QcZ";;
"1977";3;"Finland";"Monica Aspelund";"Lapponia";14;16;10;10;;;50;50;;;"https://youtu.be/g6L5Z7V9icc?si=4im-uf_HmBSRmRkG";"https://music.apple.com/gb/album/lapponia/250393069?i=250393205";"https://open.spotify.com/track/08QQrrdpXS5KmhSMD5EWMF?si=7c15cc65cd334e0d"
"1977";4;"France";"Marie Myriam";"L'Oiseau et l'Enfant";2;18;1;1;;;136;136;;;"https://youtu.be/q5N6gL1AF_g?si=tUv9JegUy2XbT8qx";"https://music.apple.com/gb/album/loiseau-et-lenfant/1222623205?i=1222623640";"https://open.spotify.com/track/7Hy0CZtFcREucLDXB5jp6m?si=1d2f339fd1bf4367"
"1977";5;"Germany";"Silver Convention";"Telegram";3;6;8;8;;;55;55;;;"https://youtu.be/8oW5mj_TBus?si=BEg_jTdrzOiIXMBT";"https://music.apple.com/gb/album/telegram/299235181?i=299235273";"https://open.spotify.com/track/72YL3BihTfLT3gfihtonfB?si=9b4de7e7b73d49ef"
"1977";6;"Greece";"Pascalis, Marianna, Robert and Bessy";"Mathema solfege";21;10;5;5;;;92;92;;;"https://youtu.be/ov6n4OkF7EE?si=s26E92C7YaWn2TYq";"https://music.apple.com/gb/album/mathima-solfez-feat-paschalis-marianne-robert-bessy/1601763385?i=1601763392";"https://open.spotify.com/track/3dbavuu1mHOSbm51LaYJ2W?si=d20cf5a7b46346ea"
"1977";7;"Ireland";"The Swarbriggs Plus Two";"It's Nice to Be in Love Again";18;1;3;3;;;119;119;;;"https://youtu.be/aEPkEaeCBNo?si=sB09RmXcqe2u1XlL";;
"1977";8;"Israel";"Ilanit";"Ahava Hi Shir Lishnayim";20;11;11;11;;;49;49;;;"https://youtu.be/jOKFCAL9ilc?si=HHO30iiuIfXM1O3E";;
"1977";9;"Italy";"Mia Martini";"Libera";4;15;13;13;;;33;33;;;"https://youtu.be/AHaN8XA6qu4?si=iv97R9lSlyLfmLvj";"https://music.apple.com/gb/album/libera/1629697148?i=1629697175";"https://open.spotify.com/track/0MGpPqTsKPypiGOapBiDyP?si=690d2af0db464877"
"1977";10;"Luxembourg";"Anne-Marie B";"Frère Jacques";5;7;15;15;;;17;17;;;"https://youtu.be/pE40LPTonyE?si=yZE0Iju21QY0m9u5";;
"1977";11;"Monaco";"Michèle Torr";"Une petite française";12;2;4;4;;;96;96;;;"https://youtu.be/u_CPOexfFCU?si=iebJWQoFj4b0Yl0R";"https://music.apple.com/gb/album/une-petite-fran%C3%A7aise/1442239725?i=1442239912";"https://open.spotify.com/track/4OMWFiBrBlA11tnJmNhi7y?si=840e5bf8c27f4c72"
"1977";12;"Netherlands";"Heddy Lester";"De mallemolen";6;3;12;12;;;35;35;;;"https://youtu.be/B27TwLxbWms?si=oxAi8LdsZmf-A0ps";;
"1977";13;"Norway";"Anita Skorgan";"Casanova";13;5;14;14;;;18;18;;;"https://youtu.be/JPJxDxHW7LM?si=szAerHniDCc1Rr6G";;
"1977";14;"Portugal";"Os Amigos";"Portugal no coração";17;8;14;14;;;18;18;;;"https://youtu.be/ykMUq8uVykY?si=UH0b7k-Sv2aLzIm3";;
"1977";15;"Spain";"Micky";"Enséñame a cantar";15;14;9;9;;;52;52;;;"https://youtu.be/aPE_jTvBKMo?si=C5TnYqhG5Dv1Zh9F";"https://music.apple.com/gb/album/ense%C3%B1ame-a-cantar/215109067?i=215109447";"https://open.spotify.com/track/2uqty8GXN72i8h5YFd037F?si=a3a77165fa4d4800"
"1977";16;"Sweden";"Forbes";"Beatles";11;13;17;17;;;2;2;;;"https://youtu.be/OrFg4nyBeAE?si=_iI8BQyxT7KoB5sA";"https://music.apple.com/gb/album/beatles-svensk-version/463201647?i=463201671";"https://open.spotify.com/track/1LiPcvWAEMC4AMUnHDbppP?si=0cb0f87b416c4c30"
"1977";17;"Switzerland";"Pepe Lienhard Band";"Swiss Lady";7;12;6;6;;;71;71;;;"https://youtu.be/JdD2ljNVui0?si=MdG11TAerhHXe-CI";"https://music.apple.com/gb/album/swiss-lady/716612030?i=716612290";"https://open.spotify.com/track/0832pCssQRETuqoNPLOtpO?si=adeace0256fd4e0d"
"1977";18;"United Kingdom";"Lynsey de Paul and Mike Moran";"Rock Bottom";10;9;2;2;;;121;121;;;"https://youtu.be/N_WWnKt4GAY?si=G1Utig1ZhC2yst6V";;
"1978";1;"Austria";"Springtime";"Mrs. Caroline Robinson";8;19;14;14;;;14;14;;;"https://youtu.be/2u-6AOrkEHg?si=WUUOfZ7TeaZmPimX";"https://music.apple.com/gb/album/mrs-caroline-robinson-english/1697937299?i=1697937309";"https://open.spotify.com/track/39O0SVucY0qxuqs9vxfkb7?si=e5c82d2febb346ae"
"1978";2;"Belgium";"Jean Vallée";"L'amour ça fait chanter la vie";1;10;2;2;;;125;125;;;"https://youtu.be/MfLDM1iap1k?si=SPrZ0HGUuLwW4WBm";;
"1978";3;"Denmark";"Mabel";"Boom Boom";9;16;15;15;;;13;13;;;"https://youtu.be/c1beyeUnM14?si=AfAxzj9EaAMre5VY";"https://music.apple.com/gb/album/boom-boom/1442815613?i=1442816207";"https://open.spotify.com/track/5AlWrUcJpzbp7cw35uMz9u?si=a0c29fee4e9d4174"
"1978";4;"Finland";"Seija Simola";"Anna rakkaudelle tilaisuus";14;4;17;17;;;2;2;;;"https://youtu.be/By44-7_5afM?si=AcJEKKUDQo-aLKa7";"https://music.apple.com/gb/album/anna-rakkaudelle-tilaisuus/438114737?i=438114750";"https://open.spotify.com/track/3Nwl6LId5B91SBnVD1T6wL?si=560e1b89c7ae4acd"
"1978";5;"France";"Joël Prévost";"Il y aura toujours des violons";2;6;3;3;;;119;119;;;"https://youtu.be/QKoU6MzFPVQ?si=Q1UX1n-MEeOsYPnJ";;
"1978";6;"Germany";"Ireen Sheer";"Feuer";3;13;6;6;;;84;84;;;"https://youtu.be/LZOPJThwLDI?si=rNePQ2f-KPWFyWqH";"https://music.apple.com/gb/album/feuer-remastered/713191479?i=713191745";"https://open.spotify.com/track/1bBZVweXaAyLI8FkuhoOyb?si=8bc7e98fb8984f22"
"1978";7;"Greece";"Tania Tsanaklidou";"Charlie Chaplin";21;15;8;8;;;66;66;;;"https://youtu.be/iQAUlN2Cgps?si=uA7DwKO5vGLcpycK";;"https://open.spotify.com/track/2BcjzwGE9Nwoqe6rqplYxD?si=c15d71d5bcc548b3"
"1978";8;"Ireland";"Colm C. T. Wilkinson";"Born to Sing";18;1;5;5;;;86;86;;;"https://youtu.be/1030WPAfAiM?si=etHWjve0fbQMRuX9";;
"1978";9;"Israel";"Izhar Cohen and the Alphabeta";"A-Ba-Ni-Bi";20;18;1;1;;;157;157;;;"https://youtu.be/pOH-sojmLJY?si=pOFmFu3vnxK3kmCk";;
"1978";10;"Italy";"Ricchi e Poveri";"Questo amore";4;3;11;11;;;53;53;;;"https://youtu.be/dwGdbclFXvo?si=tfMAAG6_4XASvvUS";"https://music.apple.com/gb/album/questo-amore/1458859881?i=1458860156";"https://open.spotify.com/track/0K37MCzwz20TGhAXOL2iSb?si=7ea4181b9e864461"
"1978";11;"Luxembourg";"Baccara";"Parlez-vous français ?";5;17;7;7;;;73;73;;;"https://youtu.be/gnlLlTI9brk?si=kVWXohwyXwahBG4V";"https://music.apple.com/gb/album/parlez-vous-francais/312150365?i=312150368";"https://open.spotify.com/track/673foE9F1zexKf0VPCIB4k?si=41974c2d69da44c8"
"1978";12;"Monaco";"Caline and Olivier Toussaint";"Les Jardins de Monaco";12;14;4;4;;;107;107;;;"https://youtu.be/k1pekCSwbrI?si=Fjcj79-8GCU6smji";;
"1978";13;"Netherlands";"Harmony";"'t Is OK";6;11;12;12;;;37;37;;;"https://youtu.be/pbmjQo8avVU?si=KVpj5lOB2BOVz9qS";"https://music.apple.com/gb/album/t-is-o-k/1072128761?i=1072128784";"https://open.spotify.com/track/2y5sjCY1qMqCRmWkx5EinU?si=e748268a31ba4ee6"
"1978";14;"Norway";"Jahn Teigen";"Mil etter mil";13;2;18;18;;;0;0;;;"https://youtu.be/axt2aQNak7I?si=z3QLLGX4nAVwz1dl";"https://music.apple.com/gb/album/mil-etter-mil-remastered-2009/690513924?i=690514155";"https://open.spotify.com/track/2tbNnbDM8vcGxlPqzyQHNj?si=1d2a4ec542284ee3"
"1978";15;"Portugal";"Gemini";"Dai li dou";17;5;16;16;;;5;5;;;"https://youtu.be/5h45-4p0Pp0?si=lN9ev0WQSSG_YYmp";;
"1978";16;"Spain";"José Vélez";"Bailemos un vals";15;7;9;9;;;65;65;;;"https://youtu.be/I2qOAmqB_0s?si=MiisKXnvuTRlUB9a";"https://music.apple.com/gb/album/bailemos-un-vals/1458111223?i=1458111308";"https://open.spotify.com/track/07HHIWiizlox1aoaxscHoj?si=a31ad89c4083489c"
"1978";17;"Sweden";"Björn Skifs";"Det blir alltid värre framåt natten";11;20;13;13;;;26;26;;;"https://youtu.be/71t1Uu19KX4?si=IEYKtExXbNwsFn6-";"https://music.apple.com/gb/album/det-blir-alltid-v%C3%A4rre-fram%C3%A5t-natten/1236971657?i=1236971667";"https://open.spotify.com/track/6HT6bmO9A0zW3xYMxsHfje?si=c9816e4afbc24842"
"1978";18;"Switzerland";"Carole Vinci";"Vivre";7;9;9;9;;;65;65;;;"https://youtu.be/do85uApIf38?si=Bu9-dxik-5Ts_2PQ";;
"1978";19;"Turkey";"Nilüfer and Nazar";"Sevince";22;12;17;17;;;2;2;;;"https://youtu.be/zuwF7O77AT0?si=6whb356fyoi3XOT3";;"https://open.spotify.com/track/1MAfd4NoC6ifXiVe4qk1Uv?si=de42aa32118c4358"
"1978";20;"United Kingdom";"Co-Co";"The Bad Old Days";10;8;10;10;;;61;61;;;"https://youtu.be/a_couVU0Vr4?si=zL7qFpy1dpxm_Z4k";"https://music.apple.com/gb/album/bad-old-days-stereo/1491101988?i=1491102037";"https://open.spotify.com/track/6LMobNql2sDUDT3yCWYBiO?si=a861c9b36f9f4fe8"
"1979";1;"Austria";"Christina Simon";"Heute in Jerusalem";8;18;18;18;;;5;5;;;"https://youtu.be/EHD1t5K4aLY?si=_QgSIGuJiJuO643x";;
"1979";2;"Belgium";"Micha Marah";"Hey Nana";1;12;18;18;;;5;5;;;"https://youtu.be/kHKjdkduPNI?si=TEFcN_2f9pb8qsTg";"https://music.apple.com/gb/album/hey-nana/1694200754?i=1694200966";"https://open.spotify.com/track/5QM7S1zXH2wj3YqPT2QTnF?si=cc44a8aa08be4a5e"
"1979";3;"Denmark";"Tommy Seebach";"Disco Tango";9;3;6;6;;;76;76;;;"https://youtu.be/3osUz0OZEQE?si=6g0rz4nTZtgM-Nja";"https://music.apple.com/gb/album/disco-tango-engelsk-version/688483780?i=688485107";"https://open.spotify.com/track/5JpYM0yLDfKfoPWqydsqgj?si=154dbf3c5e41481d"
"1979";4;"Finland";"Katri Helena";"Katson sineen taivaan";14;5;14;14;;;38;38;;;"https://youtu.be/pBiBN5tbuXk?si=OIyTiR8yiWCeLS-M";"https://music.apple.com/gb/album/katson-sineen-taivaan/211162907?i=211162924";"https://open.spotify.com/track/1n2GKZLR0OwIoEsXzJx40U?si=a266599408ca4b31"
"1979";5;"France";"Anne-Marie David";"Je suis l'enfant soleil";2;11;3;3;;;106;106;;;"https://youtu.be/AtYql_qR0cg?si=KptmuaKK0TYlMHMC";"https://music.apple.com/gb/album/je-suis-lenfant-soleil/986431359?i=986431368";"https://open.spotify.com/track/0DmO7vmzpWybDWJ51mIPFZ?si=bc21a373af874771"
"1979";6;"Germany";"Dschinghis Khan";"Dschinghis Khan";3;9;4;4;;;86;86;;;"https://youtu.be/xE2Z6eTOIRk?si=L_IKsRT3U_6sGqBR";"https://music.apple.com/gb/album/dschinghis-khan/253921720?i=253921794";"https://open.spotify.com/track/0ksebE6LrZocf2L5f4N1q7?si=46a603a1a5af4dbf"
